Date,Total_Sentiment,Average_Sentiment,Total_Tweets,Close,High,Low,Open,Volume,30D_MA_Price,30D_MA_Sentiment,30D_MA_Volume,Volume_Ratio,Daily_Return,30D_Volatility,7D_MA_Sentiment
2021-09-30,-0.9165750741958618,-0.18331501483917237,5,273.2408752441406,278.9689050319053,272.95009324265595,276.914175698253,32343600.0,273.2408752441406,-0.18331501483917237,32343600.0,1.0,,,-0.18331501483917237
2021-10-01,1.544180691242218,0.19302258640527725,8,280.1998291015625,281.05274232386216,272.63026862075776,273.43470338656726,30086300.0,276.72035217285156,0.004853785783052442,31214950.0,0.9638426459116545,0.025468202190481293,,0.004853785783052442
2021-10-04,-1.3617525398731232,-0.11347937832276027,12,274.394287109375,278.8914563280941,271.6223479963453,278.552225356997,31350700.0,275.9449971516927,-0.03459060225221846,31260200.0,1.0028950550540303,-0.020719291695510678,,-0.03459060225221846
2021-10-05,0.5010690093040466,0.08351150155067444,6,279.87030029296875,281.45979619148966,275.30528014026925,275.30528014026925,24993000.0,276.9263229370117,-0.005065076301495237,29693400.0,0.8417021964476954,0.01995673175735968,,-0.005065076301495237
2021-10-06,-0.9252194166183472,-0.1321742023740496,7,284.0863952636719,284.5904056402625,276.7203900908652,276.98206730927467,28002600.0,278.35833740234375,-0.030486901516006103,29355240.0,0.9539216848508136,0.01506446009558604,,-0.030486901516006103
2021-10-07,0.0,0.0,4,285.7728271484375,287.5077289354926,284.87146499587226,286.0926548361611,20430500.0,279.5940856933594,-0.02540575126333842,27867783.333333332,0.7331225363576939,0.005936334554846878,,-0.02540575126333842
2021-10-08,-0.446778655052185,-0.11169466376304625,4,285.7728271484375,287.5077289354926,284.7163871667097,287.100645936682,17685700.0,280.4767630440848,-0.037732738763296685,26413200.0,0.6695780897430073,0.0,,-0.037732738763296685
2021-10-11,0.0,0.0,1,285.1719055175781,288.79675717080875,283.73745784943134,283.90223727824645,19298600.0,281.0636558532715,-0.0330161464178846,25523875.0,0.7560999260496301,-0.0021027948558147713,,-0.011544879500557772
2021-10-12,-0.8806074857711792,-0.12580106939588273,7,283.86346435546875,286.3446503825406,283.3497820040376,286.2477230453125,17974100.0,281.37474568684894,-0.043325582304328834,24685011.111111112,0.7281382179289186,-0.004588254090930111,,-0.05709111604358062
2021-10-13,0.0,0.0,4,287.1878662109375,288.1280051974415,284.4546749827831,285.8309722041459,23416300.0,281.9560577392578,-0.038993024073895946,24558140.0,0.9535046220927155,0.01171127063856936,,-0.0408797762831863
2021-10-14,0.07471942901611328,0.008302158779568143,9,293.4296264648437,293.93360724782497,288.6610791409722,289.99859959442665,27262900.0,282.9991094415838,-0.0346934619963083,24804027.272727273,1.099131995793938,0.02173406674960865,,-0.05162396810763005
2021-10-15,0.5268803238868713,0.07526861769812447,7,294.8446960449219,295.0773276074672,291.2682926433192,293.0322699004175,25384800.0,283.9862416585286,-0.025529955355105573,24852425.0,1.0214214508242154,0.004822517743441779,,-0.021989279525890904
2021-10-18,0.0,0.0,7,297.8298645019531,298.72152507618847,293.3714728965588,294.2243861957909,22729300.0,285.05113572340747,-0.023566112635482066,24689107.692307692,0.9206205539409469,0.010124545216768643,,-0.021989279525890904
2021-10-19,0.9147720336914062,0.11434650421142578,8,298.74090576171875,299.77794248418775,297.7619899473713,298.85720673410253,17682100.0,286.0289764404297,-0.013715211432131506,24188607.14285714,0.7310094333075932,0.003058931854564406,,0.010302315899033673
2021-10-20,-0.5217702388763428,-0.08696170647939046,6,297.9461975097656,300.1657067322901,296.6862010629804,299.6907715707597,16537100.0,286.8234578450521,-0.018598311101948768,23678506.666666668,0.69840130683917,-0.0026601922824288637,,-0.002120785026593535
2021-10-21,-1.0078375935554504,-0.16797293225924173,6,301.1930236816406,301.4449992684376,296.92845740574165,297.71354814413246,16918100.0,287.72155570983887,-0.02793422492427958,23255981.25,0.7274730667406262,0.010897357304815447,,-0.008145336864216248
2021-10-22,-1.159858763217926,-0.09665489693482716,12,299.6423645019531,301.512941426498,298.32421737437426,300.8441810415646,17449300.0,288.42277975643384,-0.03197661739548826,22914411.76470588,0.7614989282367891,-0.005148390094607658,,-0.02195317928347727
2021-10-25,-0.09732425212860107,-0.006951732294900077,14,298.64404296875,299.8749346299276,297.0254418784071,299.83615777139573,17554500.0,288.9906277126736,-0.03058634600101114,22616638.888888888,0.7761763401821914,-0.0033317102368434215,,-0.024132306579829874
2021-10-26,2.4553186297416687,0.3069148287177086,8,300.56298828125,302.7824969844961,299.0994950160424,301.42560307917466,28107300.0,289.59969932154604,-0.01282312627897326,22905621.05263158,1.2270918101463488,0.006425526835975859,,0.008960009280110712
2021-10-27,0.0,0.0,8,313.2210388183594,316.06082998556684,306.2717583750526,306.2717583750526,52588700.0,290.78076629638673,-0.012181969965024598,24389775.0,2.156178152524982,0.04211446861602486,,0.008960009280110712
2021-10-28,-6.162732720375061,-0.14006210728125137,44,314.3646850585937,314.8686658800546,311.4667139954873,314.3452818413346,26297900.0,291.90381004696803,-0.018271500313416348,24480638.095238097,1.0742326199869516,0.0036512433665016886,,-0.027384078075986026
2021-10-29,-3.9372642040252686,-0.12303950637578964,32,321.4108581542969,321.779164339949,313.92852218591963,314.15145213462347,34766000.0,293.24503950639206,-0.023033682407160586,24948154.545454547,1.393529927700974,0.02241400968556584,,-0.03253804948975734
2021-11-01,1.8343060612678528,0.16675509647889572,11,319.2301330566406,321.284862793326,316.32248993988014,321.1588601924409,27073200.0,294.3748261824898,-0.014781996368636401,25040547.826086957,1.0811744290911818,-0.006784851980978668,,0.015280240329976583
2021-11-02,0.8824703693389893,0.1260671956198556,7,322.8743896484375,323.184545347341,319.84074392057755,320.14119801074173,26487100.0,295.562307993571,-0.008913280035782569,25100820.833333332,1.0552284395746023,0.01141576629030272,,0.04709768212350269
2021-11-03,0.0,0.0,7,323.7175598144531,324.58984672468614,320.47068615818483,323.62063247374465,21500100.0,296.68851806640623,-0.008556748834351265,24956792.0,0.8614929354702319,0.0026114495080693523,,0.04809078673705985
2021-11-04,-0.0951583981513977,-0.015859733025232952,6,326.0824584960937,326.1793858408279,319.3658105568457,322.6417595935785,23992200.0,297.81905423677887,-0.008837632841692868,24919692.307692308,0.9627807480028152,0.007305438367310346,,0.001980135059496765
2021-11-05,2.1155900955200195,0.1762991746266683,12,325.7142028808594,328.3601689545597,324.12470657722093,328.0887900940323,22570100.0,298.8522078902633,-0.0019807140465683804,24832670.37037037,0.9088873513550921,-0.0011293327980067547,,0.027165731434735097
2021-11-08,1.8273133337497711,0.1305223809821265,14,326.615478515625,327.25516342665753,324.1439941767868,326.91593254652474,20897000.0,299.8437532697405,0.00275153934731358,24692110.714285713,0.8463027013689017,0.002767075020966514,,0.06582065832950336
2021-11-09,0.7909008264541626,0.19772520661354065,4,325.6075744628906,328.292287578706,324.2312770641444,326.73183708622446,21307400.0,300.7321608970905,0.009474769253045547,24575396.55172414,0.8670216146931364,-0.003085904125900596,,0.11164418875655055
2021-11-10,0.8498932123184204,0.07082443435986836,12,320.61602783203125,324.3281345768568,319.7631442286859,324.2699840943121,25500900.0,301.39495646158855,0.01151975808993964,24606246.666666668,1.0363587891096488,-0.015329946298372255,,0.09793980845383235
2021-11-11,1.0250433087348938,0.25626082718372345,4,322.1959533691406,323.4946971862152,320.3350781839296,321.05228741384656,16849800.0,303.02679239908855,0.026172286157369502,24089786.666666668,0.6994582489730087,0.004927780896646583,0.1995250849045683,0.11653889867724206
2021-11-12,0.8049138784408569,0.08049138784408569,10,326.3537902832031,326.8480989654607,323.51399991798365,323.6400024901724,23831000.0,304.5652577718099,0.022421246205329783,23881276.666666668,0.9978947245003512,0.01290468384405452,0.1918190757870856,0.1280376683692543
2021-11-15,0.6194148659706116,0.08848783799580165,7,325.72381591796875,327.47809121400434,323.7466107128754,327.1485619428337,16723000.0,306.2762420654297,0.029153486749281848,23393686.666666668,0.7148509868616975,-0.0019303418069319678,0.17693951765170343,0.14294446422940207
2021-11-16,0.3331940770149231,0.023799576929637363,14,329.0579833984375,330.1822756278537,325.18112588103355,325.3458757618009,20886800.0,307.91583150227865,0.027163089261913947,23256813.333333332,0.8980938059155138,0.010236179602256756,0.17236100528584794,0.12115880741554054
2021-11-17,0.012113392353057861,0.0020188987255096436,6,329.2812805175781,332.2622192928567,328.1937792446629,329.1065098770426,19053400.0,309.4223276774089,0.03163619263189925,22958506.666666668,0.8299058939954282,0.0006785950513477079,0.1704329134470799,0.1028011670931667
2021-11-18,-1.7227809429168701,-0.09571005238427056,18,331.36883544921875,332.5146230191035,327.3392439560614,328.3684881553108,22463500.0,310.94219462076825,0.028445857552423563,23026273.333333332,0.9755595130316355,0.006339731576478602,0.17045642307723893,0.06088184437919366
2021-11-19,0.1366901993751527,0.007194221019744879,19,333.155517578125,335.08780291493565,332.27194500113376,332.6991818854003,21963400.0,312.52161763509116,0.032408820378516605,23168863.333333332,0.9479705449512054,0.005391823061707379,0.1697966763050784,0.051791813902033156
2021-11-22,0.5600228309631348,0.046668569246927895,12,329.9706726074219,339.5252157856874,329.6987972898086,334.6217110790579,31031100.0,314.01490987141926,0.0339644393534142,23559946.666666668,1.3171124892189907,-0.009559634472979361,0.17390220400290987,0.021850062768205225
2021-11-23,0.8837142586708069,0.12624489409582956,7,327.8829650878906,329.6016314725081,323.8825023880821,327.271238383683,30427600.0,315.4822265625,0.042365971469804614,23975063.333333332,1.2691353335319657,-0.006326948704362789,0.17480008818333584,0.02838627794702578
2021-11-24,3.4198092818260193,0.4274761602282524,8,328.1063842773437,328.34913114834603,324.22243434130775,326.5236699372593,21661300.0,316.84617716471354,0.05661517681074636,23916563.333333332,0.9057028678451433,0.0006813991980132439,0.17397273514660463,0.07681318112309017
2021-11-26,0.0,0.0,6,320.1152038574219,328.12585203291167,318.6004654820864,324.64972925674226,24217200.0,317.73569641113284,0.05633843818476076,23815040.0,1.0168868076644002,-0.02435545543413442,0.18523324181065276,0.0734132415617134
2021-11-29,4.275362253189087,0.42753622531890867,10,326.863525390625,329.1938894536679,325.02834480045965,325.2225541524577,28563500.0,318.80299072265626,0.06808069177212023,23920996.666666668,1.1940765009930605,0.02108091540759438,0.1924966904003871,0.1342014310750561
