Date,Total_Sentiment,Average_Sentiment,Total_Tweets,Close,High,Low,Open,Volume,30D_MA_Price,30D_MA_Sentiment,30D_MA_Volume,Volume_Ratio,Daily_Return,30D_Volatility,7D_MA_Sentiment
2021-11-30,3.5488178730010986,0.3548817873001099,10,320.9987487792969,327.9801511598231,319.4451628784616,325.59153024619826,42885600.0,319.5752868652344,0.07991008468212389,24592873.333333332,1.7438222617880357,-0.01794258507222335,0.20111456788700466,0.1985716938871105
2021-12-01,1.634581446647644,0.2043226808309555,8,320.5035400390625,329.4366368662176,319.83358592760334,325.4070446792567,33337600.0,320.3007080078125,0.08290929056944155,25114723.333333332,1.3274125921089848,-0.0015427123691839073,0.2014607099505501,0.22673290243156916
2021-12-02,-0.17075425386428833,-0.04268856346607208,4,319.9306640625,323.8146140888413,318.2896928057958,320.7171615722592,30766000.0,321.0335235595703,0.08438506200321884,25589020.0,1.2023125543690223,-0.0017874248018997507,0.20128512342689606,0.21396759775828342
2021-12-03,0.0,0.0,10,313.638671875,323.04754282111514,308.80314361131497,322.3581203828831,41779300.0,321.44837849934896,0.08998415974519355,26417726.666666668,1.5814873295935885,-0.019666736872308133,0.20946872674790198,0.19593261288745062
2021-12-06,0.0,0.0,7,316.7264099121094,317.9498636247727,309.9683453175888,314.55140742931803,30032600.0,322.0178466796875,0.09320598964302113,26837170.0,1.119067323417484,0.009844889402987889,0.20988145795370367,0.1348645899977003
2021-12-07,0.7993208765983582,0.07266553423621437,11,325.203125,326.05756905237325,320.522958448242,322.01828739621885,31021900.0,322.9031494140625,0.09585989852739159,27286083.333333332,1.1369128951571772,0.026763524678105943,0.2211429373211772,0.14524538060287376
2021-12-08,0.0,0.0,4,325.2516784667969,325.76630064765925,321.2026476232676,325.581810655257,24761000.0,323.7261057535807,0.08562940423680131,27174540.0,0.9111837771678932,0.000149301968721538,0.22103071393978183,0.08416877698588683
2021-12-09,-0.672296404838562,-0.09604234354836601,7,323.4359436035156,326.72757583430194,322.48436518172974,324.707934863553,22214200.0,324.0666025797526,0.08242799278518911,26162056.666666668,0.8490999114875907,-0.005582553399387291,0.18792406524482744,0.019751044007533112
2021-12-10,-1.7405385375022888,-0.24864836250032699,7,332.6020812988281,333.0487272716257,325.0769278400669,325.2614178438245,38095700.0,324.6745157877604,0.07880845094455326,26555316.666666668,1.434579013995314,0.028339885769000484,0.2037495242098927,-0.04495910503979296
2021-12-13,0.7796118259429932,0.09745147824287415,8,329.5531616210937,333.8158110995046,329.24243849989546,330.7960244736991,28899400.0,324.9459259033203,0.08615815043184205,26359763.333333332,1.0963451998620626,-0.009166868907819925,0.19663640147050077,-0.024939099081372068
2021-12-14,0.8599610328674316,0.4299805164337158,2,318.81402587890625,324.931264787045,314.7067381676782,323.552449526195,44438700.0,324.9320556640625,0.09493233109700272,26938613.333333332,1.6496283401867753,-0.032586960141304466,0.21842143099669328,0.03648668898058733
2021-12-15,1.5204605460166931,0.16894006066852146,9,324.94097900390625,325.4653205800536,315.0854612577218,319.0762058810178,35381100.0,325.0009419759115,0.09636142659862493,27235080.0,1.2991002780237841,0.019217953501603935,0.22307100270679084,0.06062098336180468
2021-12-16,0.6228463649749756,0.04791125884422889,13,315.47381591796875,326.98974245959107,313.6483547746416,325.9701878599148,35034800.0,324.7261505126953,0.09795846856009921,27686236.666666668,1.2654229761093085,-0.029135023581693842,0.23865406460155345,0.057084658305806765
2021-12-17,-0.012026369571685791,-0.0024052739143371584,5,314.4057312011719,315.49326205953525,308.0457751201241,311.57046438037884,47750300.0,324.33692626953126,0.0984069505304624,28478173.333333332,1.6767332455311976,-0.003385652510300874,0.23752715929144283,0.05674104774661574
2021-12-20,-0.8990511894226074,-0.09989457660251194,9,310.62860107421875,313.4347394175627,308.3564939796076,310.76452390952767,28326500.0,323.8340728759766,0.08920049215615641,28670053.333333332,0.9880169970617425,-0.012013553673219546,0.2396218196352038,0.0561907287388806
2021-12-21,1.1055465638637543,0.13819332048296928,8,317.7945251464844,318.2217620412238,310.5218082102521,313.91057492680795,24740600.0,323.5400410970052,0.08945619013951783,28798173.333333332,0.8591031005207275,0.02306910583083588,0.2497509870082323,0.11145382630792292
2021-12-22,-0.1895567774772644,-0.027079539639609202,7,323.5330810546875,323.9311598954454,316.29921156209514,318.77521809596766,24831500.0,323.47089131673175,0.08196269859774617,28915643.333333332,0.8587566153637944,0.01805744106371243,0.2555150547956662,0.09366368089613959
2021-12-23,-0.12432020902633656,-0.017760029860905222,7,324.9798278808594,326.6305185809292,323.0767005658128,323.0961096493684,19617800.0,323.61635131835936,0.07900988312372038,28719540.0,0.6830819713686223,0.004471712201594924,0.2516667561928528,0.02970074571119372
2021-12-27,-0.411917805671692,-0.037447073242881095,11,332.5146179199219,332.5437463540886,325.69826800309727,325.727396437264,19947000.0,323.96030680338544,0.0692196197761669,28822780.0,0.6920567689861977,0.023185408424257092,0.25984264334926255,0.00021686943813621233
2021-12-28,-0.06468427181243896,-0.005390355984369914,12,331.3495178222656,333.8352437026062,330.4465064678382,333.1943883320542,15661500.0,324.1268310546875,0.06635689498188505,28550463.333333332,0.5485550205314823,-0.003503906399498047,0.25775296105627116,-0.007397646965949331
2021-12-29,1.597874104976654,0.13315617541472116,12,332.0292053222656,334.3110023641477,329.82504461420683,331.3980397075951,15042000.0,324.3370107014974,0.06784583956251569,28494430.0,0.527892644281707,0.0020512705268658227,0.25766704513365446,0.011968274366773288
2021-12-30,0.0,0.0,13,329.4754943847656,333.1749544876973,328.99000062183825,331.990348520867,15994500.0,324.350927734375,0.06705252033152778,28331353.333333332,0.5645512168732733,-0.0076912238338232575,0.257180194092793,0.026238928167132136
2021-12-31,0.8092136383056641,0.062247202946589544,13,326.5625305175781,329.51431124934464,326.1061651969411,328.6889955613775,18000800.0,324.260302734375,0.06906013047223045,28296266.666666668,0.6361545928320343,-0.008841215558768378,0.2584930124472793,0.015389482804792173
2022-01-03,1.1224111318588257,0.0701506957411766,16,325.0380554199219,328.1937646958434,320.2122465111482,325.62065382806765,28865100.0,324.0492767333984,0.074588822076412,28509653.333333332,1.0124675899250968,-0.004668248666618524,0.25806067420215456,0.029279516430618716
2022-01-04,0.7832297086715698,0.07120270078832452,11,319.4646301269531,325.4750455603239,316.6584618241034,325.1157552681164,32674300.0,323.59291381835936,0.076722438068698,28866683.333333332,1.1319035035199172,-0.01714699309829537,0.26181809225163033,0.041988477951937254
2022-01-05,1.9910748302936554,0.1531596023302812,13,307.2010498046875,316.6099216571062,306.8126607060749,316.40599293377886,40054300.0,322.83392639160155,0.08027213917147645,29167456.666666668,1.3732530901734432,-0.038387912669368585,0.282284885544411,0.06921800303381757
2022-01-06,-0.6129124760627747,-0.12258249521255493,5,304.7735900878906,309.4537573925921,302.4529155197897,304.06475847821264,39646100.0,322.06361389160156,0.07197789286119696,29474740.0,1.3450873527637563,-0.007901860095661184,0.282520445856107,0.05247626885836258
2022-01-07,-0.4777931272983551,-0.039816093941529594,12,304.9289245605469,307.3175455273489,301.0935120604903,305.0357189627148,32720000.0,321.29103190104166,0.056401484388870896,29843363.333333332,1.0963911686004113,0.0005096716963286507,0.282505242999568,0.027765944664612466
2022-01-10,1.8820144534111023,0.17109222303737293,11,305.1522521972656,305.58920845555434,295.850204337967,300.5109328094982,44289500.0,320.7922668457031,0.06210455849011666,30512440.0,1.4515227231909347,0.0007323924322384379,0.2747243616311302,0.05220769081280859
2022-01-11,1.159727394580841,0.19328789909680685,6,305.8416442871094,307.42432897382355,300.899321615518,304.2880584070521,29386800.0,320.09153747558594,0.05429628094937993,30539883.333333332,0.962243361549624,0.0022591741823294598,0.2666072380362827,0.07092779026283964
2022-01-12,0.6209815740585327,0.047767813389117904,13,309.0362548828125,314.0271460501468,307.8807771108326,310.39566141374934,34372200.0,319.6927876790365,0.0440591484856802,30256103.333333332,1.1360418630687297,0.010445309379464973,0.2646150075013677,0.06773023564111698
2022-01-13,1.2995595932006836,0.25991191864013674,5,295.95703125,311.570529645518,295.18025296349924,311.1724211432239,45366000.0,318.87457071940105,0.04591212307931958,30657050.0,1.479790129839629,-0.042322618871278306,0.29031453642247346,0.09468869533423299
2022-01-14,0.6131922602653503,0.0681324733628167,9,301.20037841796875,301.8023860148915,294.9374962738452,295.4229900948721,39846400.0,318.25022786458334,0.04960615764028253,30959730.0,1.2870396479555861,0.017716582524912594,0.29616886836915907,0.08254196262459522
2022-01-18,-0.4420649111270904,-0.06315213016101291,7,293.8692932128906,300.8118463112231,292.98569123569484,295.24810818324164,42333200.0,317.59124857584635,0.04750108663491544,30978193.333333332,1.3665483827440765,-0.02433956173489582,0.29890996315110435,0.0910320147748155
2022-01-19,-0.7912511825561523,-0.07912511825561523,10,294.5296325683594,304.80269716461635,293.9179353193775,297.4037769741022,45933900.0,316.8513559977213,0.04486358269306159,31508236.666666668,1.457837850018265,0.0022470512255610142,0.2971003657436783,0.08541643987280327
2022-01-20,-1.2913905680179596,-0.1844843668597085,7,292.849853515625,302.60826662386137,292.4032075358108,300.10313176155984,35380700.0,315.7729136149089,0.0362919193231975,31653530.0,1.1177489524864999,-0.005703259933767413,0.2841705355522355,0.03461978417322021
2022-01-21,-5.778448402881622,-0.14446121007204055,40,287.4414367675781,295.2870029567207,287.0336089676001,293.9082172607986,57984400.0,314.5125722249349,0.03147654565412948,32760976.666666668,1.7699228136564507,-0.018468224187649485,0.28729497563692047,-0.013630088565186558
2022-01-24,-0.5805681943893433,-0.029028409719467164,20,287.7715148925781,288.4900360460694,268.0410449170108,283.7225142551913,85731500.0,313.3237579345703,0.03371034344842611,34878220.0,2.458023947323,0.00114833173919493,0.2876250281569107,-0.024600977580698707
2022-01-25,0.011699855327606423,0.0007312409579754015,16,280.1201477050781,286.4315658537764,276.89649203266447,283.06223836449163,72848600.0,311.57436014811196,0.04202299689703619,36036650.0,2.0215142084516735,-0.026588341067586785,0.2783169129939355,-0.061626788678150336
2022-01-26,3.0866745710372925,0.2057783047358195,15,288.1016845703125,299.5496351641995,284.5284577844545,299.05442207109365,90428900.0,310.19264424641926,0.0456338911134677,38087633.333333336,2.374232581179018,0.028493262375534956,0.2949777487276639,-0.04196309848200708
2022-01-27,-0.4492008686065673,-0.03455391296973595,13,291.140869140625,298.38442711334307,289.28627958272745,293.8790608207995,53481300.0,309.27020568847655,0.030149410133352643,38389053.333333336,1.3931393289545386,0.010548999652137736,0.28537320194141763,-0.037877638883253226
2022-01-28,0.6819998025894165,0.05683331688245138,12,299.3166198730469,299.5302383109327,285.907284705517,291.519591338495,49743700.0,308.4160603841146,0.026412518673816974,38867806.666666664,1.2798175216473069,0.028081769339202145,0.2924031648799875,-0.018455005292100847
2022-01-31,-1.1334183812141418,-0.07556122541427612,15,301.95770263671875,303.31707920676604,297.4814348645573,299.98659920210355,46444500.0,307.9655232747396,0.022296769198533472,39248130.0,1.1833557420442706,0.00882370903691232,0.28297983522717063,-0.0028945565141819396
2022-02-01,2.2385910153388977,0.07221261339802895,31,299.8020935058594,301.61783528992044,296.2774043334184,301.40421686637296,40950400.0,307.4787353515625,0.02478403210894568,39021466.666666664,1.0494326199937813,-0.007138778418422254,0.28342844875646367,0.02805884683868513
2022-02-02,-4.080307722091675,-0.163212308883667,25,304.36572265625,305.97756540493566,299.91861310216416,300.64685370133134,36636000.0,307.2699727376302,0.022673441032907176,39298450.0,0.9322505086078459,0.01522213903520142,0.2855742753521085,0.008889718386656583
2022-02-03,2.4711663722991943,0.010886195472683675,227,292.5099792480469,302.20044499578506,291.2573970979892,300.51090662551127,43730000.0,306.4271545410156,0.018429870199230987,39931430.0,1.0951273220117586,-0.038952294971773105,0.29738312886251833,0.010340426174472051
2022-02-04,4.8081443309783936,0.048081443309783936,100,297.0638732910156,299.8408828984907,291.2670776055158,291.5001050880501,35096500.0,305.5448476155599,0.020935236297544093,40273596.666666664,0.8714518420215595,0.015568337376643981,0.29596560670509225,-0.012187696886390176
2022-02-07,0.8427910208702087,0.04435742215106362,19,292.2186584472656,298.9087459627219,291.1991039378543,297.2872136622015,28533300.0,304.4528086344401,0.02300581803127639,40570780.0,0.7032968062235925,-0.01631034696367617,0.29773062951960755,-0.0009146490119902327
2022-02-08,-0.014067351818084717,-0.0006394250826402144,22,295.7239074707031,296.6948948289947,291.24766997242665,292.50994168533265,32421200.0,303.22645161946616,0.02423273963661775,40986586.666666664,0.7910197612617331,0.011995295037158238,0.29074396944033504,-0.009125040721289031
2022-02-09,-0.9441086053848268,-0.09441086053848267,10,302.1810302734375,302.880142501978,298.47188031442045,300.8799104988018,31284700.0,302.25416870117186,0.02126538948481399,41507360.0,0.7537145219546606,0.02183497052355854,0.300046938541519,-0.011817845739032825
2022-02-10,0.0,0.0,3,293.6072082519531,300.151654592336,291.9759563455613,295.2190510757167,45386200.0,300.9734354654948,0.016826850304323286,42518833.333333336,1.0674375668821268,-0.028373131211201774,0.30852779228166044,-0.022133933367322674
2022-02-11,-2.768564522266388,-0.2516876838423989,11,286.4801940917969,295.4618295263202,285.68397713614587,294.3937372238847,39175600.0,299.5402587890625,0.008437260842909989,43291536.666666664,0.9049251427973489,-0.024273975433329098,0.31399032579353003,-0.03477327264714152
2022-02-14,0.0,0.0,8,286.4413146972656,288.15026219267463,282.89721622151654,285.2469893955168,36359500.0,298.2028849283854,0.006362354078023671,43903493.333333336,0.8281687227925978,-0.00013571407494505916,0.3139484268928666,-0.03632844342895347
2022-02-15,-0.33138608932495117,-0.02761550744374593,12,291.7525634765625,292.07297625647465,288.4026453438453,291.3059176029274,27058300.0,297.09336853027344,0.0031034806385262523,43843266.666666664,0.6171597615141208,0.01854218824861298,0.3207611319275921,-0.04714229353660059
2022-02-16,0.0,0.0,14,291.4120178222656,292.7450162914017,285.74917949808884,290.31252866350303,29982100.0,296.1582814534505,0.0007300572789154348,43753526.666666664,0.6852499051885951,-0.0011672413439625107,0.3181410408925244,-0.05347906812960968
2022-02-17,1.7992801070213318,0.138406162078564,13,282.8788757324219,288.78493341445846,282.1685786207332,288.35681319555755,32461600.0,295.34754231770836,0.00023827593719152792,43500436.666666664,0.7462361872076227,-0.02928205279113838,0.31030356022117644,-0.03361541282086623
2022-02-18,1.5647504925727844,0.1203654225055988,13,280.154541015625,285.9243962532494,278.57829331636475,285.1362724036193,34264000.0,294.5269073486328,0.008336539861129985,43321033.333333336,0.7909321953693009,-0.00963074640954753,0.3106025198995013,-0.0029330866717117332
2022-02-22,0.9085739254951476,0.18171478509902952,5,279.9502258300781,283.6670752272365,276.8171795869096,277.3036772663242,41736100.0,293.6942840576172,0.01572090249581529,43621570.0,0.9567766588868764,-0.0007292945700833053,0.3105148787140709,0.02302616834243534
2022-02-23,0.7065755724906921,0.1009393674986703,7,272.70135498046875,283.8227127228963,272.5359624242188,282.34374100984417,37811200.0,292.612587483724,0.013382473977858533,43405626.666666664,0.8711128695450238,-0.025893427405231817,0.3174987012220488,0.07340146139115952
2022-02-24,-1.8505560159683228,-0.18505560159683226,10,286.6346435546875,287.18925792799297,264.1876378573289,265.1509232671374,56989700.0,291.97235412597655,0.0007710239547372312,44325723.333333336,1.2857026510640885,0.051093580283884776,0.35463317905511266,0.04696494687732634
2022-02-25,0.7616674900054932,0.07616674900054932,10,289.2812194824219,289.5925850932438,283.7740627265268,287.169836388477,32546700.0,291.31385294596356,0.001717655141784945,44264873.333333336,0.7352715042220836,0.009233273043736112,0.3542832216689256,0.06179098351222566
2022-02-28,0.8527990579605103,0.1421331763267517,6,290.7212829589844,291.0618372631697,285.08763168422934,286.36225319102664,34627500.0,291.1393280029297,-0.002208302935327889,43906923.333333336,0.788656944535019,0.0049780745502214785,0.33336024005276155,0.0820957229874759
2022-03-01,0.0,0.0,2,286.9849853515625,291.8694112336757,284.2605806030305,288.39581076836447,31217800.0,290.6654815673828,-0.004479385380755113,43619303.333333336,0.7156877257171538,-0.012851820029801564,0.33070114436492426,0.062323414119109626
2022-03-02,-1.8816317319869995,-0.3763263463973999,5,292.08349609375,293.3289290375928,285.7687653503751,287.3839116095216,31873000.0,290.6059549967448,-0.014918525921968014,43270630.0,0.736596624546488,0.017765775223194114,0.3278256196689934,-0.008632552867033056
2022-03-03,2.134331524372101,0.2667914405465126,8,287.9287414550781,294.9440282601711,286.1092155593134,294.71051892315563,27314500.0,290.38592529296875,-0.0033879739618970857,42649983.333333336,0.6404340134560428,-0.014224544331454925,0.3303122208475697,0.0035212550540359593
2022-03-04,-0.9626681208610536,-0.07405139391238874,13,282.03240966796875,287.6758003493623,279.41507957083144,286.34280150971523,32356500.0,290.0253438313802,0.00029312513634690565,42549176.666666664,0.7604494971426397,-0.02047844114940256,0.3350583709110757,-0.021477425147543906
2022-03-07,-0.18560564517974842,-0.01427735732151911,13,271.3780822753906,281.86696885975545,271.0083393654953,280.7382909166113,43157200.0,289.4898986816406,0.00463258689469762,42054936.666666664,1.026210081876238,-0.03777696118372087,0.34820201784897886,0.002919466891786547
2022-03-08,-0.9731664061546326,-0.08109720051288605,12,268.4007263183594,276.29170297461434,262.7086985771629,270.2980491031206,48159500.0,288.8442057291667,0.0028969605349169905,40802536.666666664,1.180306518524461,-0.010971246948417446,0.34911630964083273,-0.019546811610132792
2022-03-09,-0.3219225108623506,-0.005030039232224228,64,280.7091064453125,281.7794070706236,273.1975825478418,275.78575326233744,35204500.0,288.86383768717445,0.0027049178619103368,39547733.333333336,0.890177439583558,0.04585822212848156,0.3675869337914783,-0.040570128118557924
