Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2022-01-28,299.3166198730469,299.5302383109327,285.907284705517,291.519591338495,49743700
2022-01-31,301.95770263671875,303.31707920676604,297.4814348645573,299.98659920210355,46444500
2022-02-01,299.8020935058594,301.61783528992044,296.27740433341836,301.40421686637296,40950400
2022-02-02,304.36572265625,305.97756540493566,299.91861310216416,300.64685370133134,36636000
2022-02-03,292.5099792480469,302.20044499578506,291.25739709798916,300.51090662551127,43730000
2022-02-04,297.0638732910156,299.8408828984907,291.2670776055158,291.5001050880501,35096500
2022-02-07,292.2186584472656,298.9087459627219,291.1991039378543,297.2872136622015,28533300
2022-02-08,295.7239074707031,296.6948948289947,291.24766997242665,292.50994168533265,32421200
2022-02-09,302.1810302734375,302.88014250197796,298.47188031442045,300.8799104988018,31284700
2022-02-10,293.6072082519531,300.151654592336,291.9759563455613,295.2190510757167,45386200
2022-02-11,286.4801940917969,295.4618295263202,285.68397713614587,294.3937372238847,39175600
2022-02-14,286.4413146972656,288.15026219267463,282.89721622151654,285.2469893955168,36359500
2022-02-15,291.7525634765625,292.07297625647465,288.4026453438453,291.3059176029274,27058300
2022-02-16,291.4120178222656,292.7450162914017,285.74917949808884,290.31252866350303,29982100
2022-02-17,282.8788757324219,288.78493341445846,282.1685786207332,288.35681319555755,32461600
2022-02-18,280.154541015625,285.9243962532494,278.57829331636475,285.1362724036193,34264000
2022-02-22,279.9502258300781,283.6670752272365,276.8171795869096,277.3036772663242,41736100
2022-02-23,272.70135498046875,283.8227127228963,272.5359624242188,282.34374100984417,37811200
2022-02-24,286.6346435546875,287.18925792799297,264.1876378573289,265.1509232671374,56989700
2022-02-25,289.2812194824219,289.5925850932438,283.7740627265268,287.169836388477,32546700
2022-02-28,290.7212829589844,291.0618372631697,285.08763168422934,286.36225319102664,34627500
2022-03-01,286.9849853515625,291.8694112336757,284.2605806030305,288.39581076836447,31217800
2022-03-02,292.08349609375,293.32892903759273,285.7687653503751,287.3839116095216,31873000
2022-03-03,287.9287414550781,294.9440282601711,286.1092155593134,294.71051892315563,27314500
2022-03-04,282.03240966796875,287.6758003493623,279.41507957083144,286.34280150971523,32356500
2022-03-07,271.3780822753906,281.86696885975545,271.0083393654953,280.7382909166113,43157200
2022-03-08,268.4007263183594,276.29170297461434,262.7086985771629,270.2980491031206,48159500
2022-03-09,280.7091064453125,281.7794070706236,273.1975825478418,275.78575326233744,35204500
2022-03-10,277.8776550292969,278.86038953970495,273.0029402871928,275.37705060400356,30628000
2022-03-11,272.5067443847656,281.6918204908047,271.88401326881876,280.1836602719386,27209300
2022-03-14,268.97479248046875,277.69282106161535,268.3715402141121,272.7694677796933,30660700
2022-03-15,279.39556884765625,280.04748870402545,271.20296580090604,272.7792132914778,34245100
2022-03-16,286.4400329589844,286.6151649451855,275.5522157483522,281.3025904827937,37826300
2022-03-17,287.24761962890625,287.6270722839405,281.5555922557569,285.36974617952256,30816600
2022-03-18,292.3169860839844,292.8716005603134,284.82493969968124,287.3936319849258,43390600
2022-03-21,291.0813293457031,292.0348755991521,286.93635912767775,290.81863125756865,28351200
2022-03-22,295.8488464355469,296.76346407735963,290.70169476082606,291.7038783862018,27599700
2022-03-23,291.40228271484375,295.041304451988,289.6800921382554,292.39475668563443,25715400
2022-03-24,295.8878173828125,295.9851228320078,290.26390686339175,291.0617699759575,24484500
2022-03-25,295.4792175292969,297.2500761733561,291.2077834301225,296.98737812137597,22566500
2022-03-28,302.30963134765625,302.4069071163755,296.1116267591082,296.1116267591082,29578200
2022-03-29,306.8924255371094,307.29135714004815,300.7041605046977,305.4329327088514,30393400
2022-03-30,305.38421630859375,307.41780212109006,303.1657887520506,305.2869405570279,28163600
2022-03-31,299.984130859375,306.6297043298301,299.5754895267012,305.42317015815905,33422100
2022-04-01,301.064208984375,301.7550273107037,297.2889825923941,301.01554140488423,27110500
2022-04-04,306.4643249511719,306.6005288499604,301.3463602694202,301.71610322728264,24289600
2022-04-05,302.4847106933594,306.3669515025398,301.5019761753652,304.8101534591533,23156700
2022-04-06,291.4120178222656,298.70948070596177,288.69735331536396,296.9483620388393,40110400
2022-04-07,293.2315979003906,295.45002606542477,288.3471720326163,288.6487982094901,31411200
2022-04-08,288.9504089355469,292.98833340111605,288.27903981815683,292.3267037384144,24361900
2022-04-11,277.5566711425781,284.708163419004,277.3036828422877,283.91032977575236,34569300
2022-04-12,274.44305419921875,282.8886463462349,272.9154444392271,281.42915338423376,30966700
2022-04-13,279.8528747558594,280.78694183396783,273.70353796361,275.0949436670491,21907200
2022-04-14,272.27325439453125,280.5242650057642,271.7770469964598,280.31020485779595,28221600
2022-04-18,272.94464111328125,274.8322544416231,270.82351840608015,271.378132874332,20778000
2022-04-19,277.59552001953125,278.4420507901121,270.8915984998425,271.8354050361262,22297700
2022-04-20,278.6268310546875,281.8766604511875,277.6635755165915,281.58474413814736,22906700
2022-04-21,273.22674560546875,285.3794446334665,272.4969992966275,280.7869066754208,29454600
2022-04-22,266.6298522949219,275.55223063550807,265.99741140383605,274.0732590451422,29405800
2022-04-25,273.1392517089844,273.5187044491458,263.4579362455127,265.9099034942464,35678900
2022-04-26,262.9227600097656,270.84292537299956,262.70869988138327,270.00616376697724,46518400
2022-04-27,275.5716857910156,283.1123981548155,271.62132788300465,274.4819359810064,63477700
2022-04-28,281.80859375,283.1221431584585,273.85921020488007,277.48849285173316,33646600
2022-04-29,270.02557373046875,282.0518079064076,269.0331294759327,280.8160851975912,37073900
2022-05-02,276.7879638671875,277.2452728288892,268.7607529412359,270.21050638231907,35151100
2022-05-03,274.1706237792969,276.45716875082513,272.58463663535474,276.29174647907155,25978600
2022-05-04,282.149169921875,283.0248596977465,269.2569830130294,274.9587208572136,33599300
2022-05-05,269.8602600097656,278.617217956907,266.9315345722031,277.82909411714115,43260400
2022-05-06,267.3110046386719,271.7089326257257,263.9444195820846,267.3888311961461,37780300
2022-05-09,257.4350891113281,265.0049915252708,256.20913519772483,262.76711416308353,47726000
2022-05-10,262.22222900390625,266.3574589603686,257.91186702277696,264.353091051066,39336400
2022-05-11,253.51385498046875,264.03192936850564,252.2976111363992,258.5053244674825,48975900
2022-05-12,248.45431518554688,252.86198198640574,243.268249302566,250.7311202522036,51033800
2022-05-13,254.06851196289062,255.93667588620227,248.45434012557908,250.40033060286038,34925100
2022-05-16,254.4382781982422,258.64162514041436,248.87274373595713,252.9398570793875,32550900
2022-05-17,259.6146240234375,261.08382679685826,255.37234889589155,258.92377595200503,28828800
2022-05-18,247.79440307617188,257.0788952006077,246.5168131016613,256.49373244403006,31356000
2022-05-19,246.87767028808594,251.29561812245223,245.6488462809221,247.6188635950773,32692300
2022-05-20,246.31201171875,252.1440854849092,240.3434168359691,250.87622783351006,39199300
2022-05-23,254.20188903808594,255.0308672167441,247.16050023264856,249.1695513045214,33175400
2022-05-24,253.19740295410156,254.86509189810624,247.22880693335125,251.51021949332417,29043900
2022-05-25,256.0256042480469,258.0346402901023,250.76896093804433,251.7539844462051,28547900
2022-05-26,259.3219909667969,260.5020488847592,254.96257147531688,255.7817874502951,25002100
2022-05-27,266.48040771484375,266.57793980454977,260.9409302658759,261.8381838235103,26910800
2022-05-31,265.14434814453125,267.9726006369589,262.27707685726034,265.7880243276553,37827700
2022-06-01,265.68072509765625,270.8203419884705,263.35959819128334,268.3919506135823,25292200
2022-06-02,267.7873229980469,267.85559845459716,255.12844619611838,257.90794777056277,44008200
2022-06-03,263.34002685546875,266.6851954970703,261.76987055975866,263.62286094596334,28059000
2022-06-06,262.10150146484375,267.3971637281567,260.60935271212526,265.3296143204805,22400300
2022-06-07,265.7587585449219,266.37317805146677,259.3610454908683,260.0437404453891,22860700
2022-06-08,263.7204284667969,266.24635182283305,262.94020151963724,264.9882563323359,17372300
2022-06-09,258.239501953125,265.9635563970034,258.08345654098554,261.1555243257694,26439700
2022-06-10,246.7313690185547,254.1335840539714,246.28274225937133,254.1335840539714,31422800
2022-06-13,236.26683044433594,242.85960728455794,235.55489376186938,239.04633149317976,46135800
2022-06-14,238.44168090820312,239.6607577393155,235.53539102828876,237.8272614233036,28651500
2022-06-15,245.53179931640625,248.98423293014517,240.3239071262525,242.16715053653422,33111700
2022-06-16,238.90980529785156,241.2991929411064,237.0080483932736,239.89481403270756,33169200
2022-06-17,241.5234832763672,244.30298425938648,237.99304171894877,238.64646508071192,43084800
2022-06-21,247.4628143310547,248.44782291350018,243.33744820562424,244.0688942004628,29928300
2022-06-22,246.86793518066406,250.807999765496,244.17620405920437,245.65860562744965,25939900
2022-06-23,252.45616149902344,252.95355435633138,247.35556322748175,249.24757279779442,25861400
2022-06-24,261.0775451660156,261.35061722658685,255.24547001777495,255.333239991249,33923200
2022-06-27,258.33697509765625,261.66258987589396,256.7667889581559,261.57481993208773,24615100
2022-06-28,250.1350555419922,260.3070248398186,249.97901014588223,257.4495160699315,27295500
2022-06-29,253.82154846191406,255.48923716820218,249.43285716002453,251.21758735681786,20069800
2022-06-30,250.4763946533203,253.10961257371625,246.64362415178596,250.6909533710016,31730900
2022-07-01,253.15835571289062,253.34365777058395,248.3113199662267,250.04729904912202,22837700
2022-07-05,256.3475036621094,256.4742924252785,248.43813191819902,249.82300152961741,22941000
2022-07-06,259.6243591308594,261.36032343408743,255.90861514607,257.2252241415935,23824400
2022-07-07,261.7601623535156,262.4038384700445,258.4637739518754,258.56130604758283,20859900
2022-07-08,261.0384521484375,261.4675695162726,256.7765648822066,258.2394568827498,19658800
2022-07-11,257.96636962890625,259.93638669181036,255.69399418885055,259.0781520069453,19455200
2022-07-12,247.39454650878906,259.36100751938403,245.80486573573233,259.30249421900527,35868500
2022-07-13,246.46803283691406,247.27750148823952,241.97207772326223,244.00062297935978,29497400
2022-07-14,247.79440307617188,248.8281777156596,239.85577636308042,244.3712411297217,25102800
2022-07-15,250.36911010742188,253.92880829772642,248.46735333614538,249.39384869842797,29774100
2022-07-18,247.960205078125,254.38717398041587,247.03370974632665,253.3241426511031,20975000
2022-07-19,253.10958862304688,253.2948906690836,247.40430351046794,251.20781699798198,25012600
2022-07-20,255.7818603515625,258.31754657545594,252.50499551769906,253.47049502006536,22788300
2022-07-21,258.2882995605469,258.33708050208395,250.67150822662933,253.36323998539388,22404700
2022-07-22,253.91905212402344,258.7661026310825,252.66098630595368,258.6783326737253,21881300
2022-07-25,252.42691040039062,255.03087159212205,250.45689296726155,254.5432408625004,21056000
2022-07-26,245.66836547851562,253.4509629497861,243.39601928294323,253.43143867174322,39348000
2022-07-27,262.0917663574219,263.3693565432231,252.44644558531357,254.69929727249698,45994000
2022-07-28,269.572021484375,270.9666382175285,261.24328035182674,263.07677664337115,33459300
2022-07-29,273.7948913574219,275.0237303147809,269.78658106335865,270.830117963255,32152800
2022-08-01,271.1324157714844,274.32150965184684,269.0160855594384,270.9471137351139,21539600
2022-08-02,268.0213317871094,271.01539127951946,265.6416917082196,269.1721330389586,22754200
2022-08-03,275.48211669921875,276.486634852269,269.76706884087804,269.9133818757628,23518900
2022-08-04,276.6329040527344,276.779187317559,273.2390132583336,274.8286644195843,18098700
2022-08-05,275.91119384765625,276.6328777271908,271.7858275964847,272.24420162439264,16774600
2022-08-08,273.3852844238281,278.8467542489701,272.41002301800336,277.0229904194802,18739200
2022-08-09,275.3163146972656,276.07701749099675,270.74233579565794,272.72214524982263,23405200
2022-08-10,282.0065612792969,282.6404751722234,279.8414800012585,281.041062115649,24687800
2022-08-11,279.91949462890625,284.00584195935807,279.4221315920144,283.65476216861083,20065900
2022-08-12,284.68853759765625,284.68853759765625,279.84148761091336,281.34339838835007,22619700
2022-08-15,286.2099914550781,286.90241878136646,282.93309736302257,283.80109437758836,18085700
2022-08-16,285.4687194824219,286.7658336452833,283.23539259166887,284.76653017389106,18102900
2022-08-17,284.7162170410156,286.70019877418935,282.90814781798576,283.1720165832015,18253400
2022-08-18,283.5923156738281,285.29286306667285,282.5269980125115,283.61185156800366,17186200
2022-08-19,279.6634216308594,282.69315545045663,279.0867995860452,282.35108343721635,20570000
2022-08-22,271.4538269042969,276.057049965206,270.9358423970251,275.685659219277,25061100
2022-08-23,270.1735534667969,272.5386792676636,269.1571202381185,270.1735534667969,17527400
2022-08-24,269.53826904296875,270.94562882196186,268.87366093981734,269.1668782921524,18137000
2022-08-25,272.5289001464844,272.6950298023374,268.29703796509165,271.0433371485085,16583400
2022-08-26,262.0127868652344,273.9850972197535,261.90529472128685,272.7536500390362,27549300
2022-08-29,259.2176208496094,261.3384133088157,257.86889873044487,259.82356155223977,20338500
2022-08-30,257.0089111328125,260.9964112336108,254.7512773552039,260.62505025169673,22767100
2022-08-31,255.5428924560547,261.05502712342525,255.406051716846,259.3740454185862,24791800
2022-09-01,254.4971466064453,254.97605937938334,249.62027139135873,253.00183042837662,23263400
2022-09-02,250.25550842285156,258.7387389192011,248.7015548739836,255.76767255162795,22855400
2022-09-06,247.50917053222656,251.98533510300723,246.22886881800434,250.39231001661847,21328200
2022-09-07,252.239501953125,252.96271777248035,247.47990196744675,248.92634851905373,24126700
2022-09-08,252.6597442626953,254.5264511221941,249.01430171793672,251.67265966820906,20319900
2022-09-09,258.46502685546875,259.2175910438313,254.38957204307812,254.5948032645478,22084700
2022-09-12,260.6053771972656,261.38726010878645,259.14916314912176,259.7551037644358,18747700
2022-09-13,246.27777099609375,254.49711760874706,245.8868294468606,252.97248284897586,33353300
2022-09-14,246.5025634765625,248.4669945133989,244.19606043381268,247.782865414468,23913000
2022-09-15,239.81759643554688,245.7011210386076,238.48842506446817,244.1080809128041,31530900
2022-09-16,239.19212341308594,239.739426682432,236.57286716463537,238.72299354259306,39791800
2022-09-19,238.9770965576172,239.58303730028243,235.3902918321884,236.97356405032403,26826900
2022-09-20,236.9540252685547,237.98999429905646,234.20772606919547,236.58264942980037,26660300
2022-09-21,233.53335571289062,242.04591952184435,233.4844861559874,238.73276637917772,28625600
2022-09-22,235.51734924316406,238.33206883745882,232.18466004099494,232.47784757132086,31061200
2022-09-23,232.52671813964844,235.66395894381048,229.86837515858966,234.10999046186149,34176000
2022-09-26,232.06735229492188,235.97667813661488,231.52981700911016,231.67642567591042,27694200
2022-09-27,231.0509490966797,236.3187654128993,229.18424230732046,234.540014881578,27018700
2022-09-28,235.6053009033203,236.83673316739439,229.40900814775864,231.44185936274204,29029700
